SEC ID,Latest Name,Previous Names (@@@ separator),Latest NAICS Industry Sector Name,Latest NAICS Industry Sector Code,Previous NAICS Industry Sector Names (@@@ separator),Previous NAICS Industry Sector Codes (@@@ separator),Latest SIC Industry Code,Previous SIC Industry Codes (@@@ separator)
357108,Isc8 Inc. /DE,Irvine Sensors Corp/De/,"Professional, Scientific, and Technical Services",54,Manufacturing,33,7373,3674
357173,OLD Second Bancorp Inc,,Finance and Insurance,52,,,6022,
357264,Pacific Capital Bancorp /CA/,,Finance and Insurance,52,,,6022,
357294,Hovnanian Enterprises Inc,,Construction,23,,,1531,
357301,Trustco Bank Corp N Y,,Finance and Insurance,52,,,6022,
36029,First Financial Bankshares Inc,,Finance and Insurance,52,,,6022,
36047,"Corelogic, Inc.",,Information,51,,,7374,
36104,US Bancorp \DE\,,Finance and Insurance,52,,,6021,
36146,Trustmark Corp,,Finance and Insurance,52,,,6021,
36270,M&T Bank Corp,,Finance and Insurance,52,,,6022,
36369,First Hartford Corp,,Real Estate and Rental and Leasing,53,,,6500,
36377,"First Hawaiian, Inc.",,Finance and Insurance,52,,,6022,
36506,Mackinac Financial Corp /MI/,,Finance and Insurance,52,,,6022,
36840,First Real Estate Investment Trust OF NEW Jersey,,Finance and Insurance,52,,,6798,
36966,First Horizon National Corp,,Finance and Insurance,52,,,6021,
37008,Winthrop Realty Liquidating Trust,Winthrop Realty Trust,Finance and Insurance,52,,,6798,
37049,First West Virginia Bancorp Inc,,Finance and Insurance,52,,,6022,
37472,Flexsteel Industries Inc,,Manufacturing,33,,,2510,
37634,Florida Power & Light CO,,Utilities,22,,,4911,
37637,"Duke Energy Florida, Llc.","Duke Energy Florida, Inc.@@@Florida Power Corp",Utilities,22,,,4911,
37748,Massey Energy CO,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1221,
37785,FMC Corp,,Manufacturing,32,,,2800,
37808,FNB Corp/Pa/,FNB Corp/Fl/,Finance and Insurance,52,,,6021,
37996,Ford Motor CO,,Manufacturing,33,,,3711,
38009,Ford Motor Credit CO LLC,,Finance and Insurance,52,,,6159,
38067,Forest City Enterprises Inc,,"Arts, Entertainment, and Recreation",71,,,6512,
38074,Forest Laboratories Inc,,Manufacturing,32,,,2834,
38079,Sabine OIL & GAS Corp,Forest OIL Corp,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1311,
38264,Forward Industries Inc,,Manufacturing,33,,,3089,
38723,1ST Franklin Financial Corp,,Finance and Insurance,52,,,6141,
38725,Franklin Electric CO Inc,,Manufacturing,33,,,3621,
38777,Franklin Resources Inc,,Finance and Insurance,52,,,6282,
38824,Frawley Corp,,Construction,23,,,6552,
38984,"Real Industry, Inc.","Signature Group Holdings, Inc.",Retail Trade,44,Finance and Insurance,52,5063,6022
39020,Frequency Electronics Inc,,Manufacturing,33,,,3825,
39047,Frischs Restaurants Inc,,Accommodation and Food Services,72,,,5812,
39092,Friedman Industries Inc,,Manufacturing,33,,,3310,
39263,"Cullen/Frost Bankers, Inc.",Cullen Frost Bankers Inc,Finance and Insurance,52,,,6021,
39273,Frozen Food Express Industries Inc,,Transportation and Warehousing,48,,,4213,
39311,Independent Bank Corp /MI/,,Finance and Insurance,52,,,6022,
39368,Fuller H B CO,,Manufacturing,32,,,2891,
3952,Allied Defense Group Inc,,Manufacturing,33,,,3480,
39648,G&K Services Inc,,Other Services (except Public Administration),81,,,7200,
39677,"AV Homes, Inc.",Avatar Holdings Inc,Construction,23,,,1531,
3982,Allis Chalmers Energy Inc.,,Construction,23,,,1389,
39899,Tegna Inc,Gannett CO Inc /DE/,Information,51,,,4833,2711
39911,GAP Inc,,Retail Trade,44,,,5651,
40194,Gateway Energy Corp/Ne,,Transportation and Warehousing,48,,,4922,
40211,Gatx Corp,,Transportation and Warehousing,48,,,4700,
40528,"Medclean Technologies, Inc.",,Administrative and Support and Waste Management and Remediation Services,56,,,4955,
40533,General Dynamics Corp,,Manufacturing,33,,,3730,
40545,General Electric CO,,Manufacturing,33,,,3600,
40554,General Electric Capital Corp,,Finance and Insurance,52,,,6141,
40570,GEE Group Inc.,General Employment Enterprises Inc,Administrative and Support and Waste Management and Remediation Services,56,,,7361,
40704,General Mills Inc,,Manufacturing,31,,,2040,
40729,Ally Financial Inc.,,Finance and Insurance,52,,,6172,
40730,Motors Liquidation CO,,Manufacturing,33,,,3711,
40888,"Aerojet Rocketdyne Holdings, Inc.",Gencorp Inc,Manufacturing,33,Manufacturing,32,3760,3060
40987,Genuine Parts CO,,Retail Trade,44,,,5013,
41023,Georesources Inc,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1311,
41091,Georgia Power CO,,Utilities,22,,,4911,
41133,Gerber Scientific Inc,,Manufacturing,33,,,3559,
4127,"Skyworks Solutions, Inc.",Skyworks Solutions Inc,Manufacturing,33,,,3674,
41719,Glatfelter P H CO,,Manufacturing,32,,,2621,
4187,Industrial Services OF America Inc,Industrial Services OF America Inc /FL,Wholesale Trade,42,Administrative and Support and Waste Management and Remediation Services,56,5090,4950
42136,"Chang-On International, Inc.",,Manufacturing,32,,,2400,
42228,Golden Enterprises Inc,,Manufacturing,31,,,2090,
42284,Whitemark Homes Inc,,Construction,23,,,1531,
42316,Goldfield Corp,,Construction,23,,,1623,
42542,Goodrich Corp,,Manufacturing,33,,,3760,
42582,Goodyear Tire & Rubber CO /OH/,,Manufacturing,32,,,3011,
42682,Gorman Rupp CO,,Manufacturing,33,,,3561,
4281,Arconic Inc.,Alcoa Inc@@@Alcoa Inc.,Manufacturing,33,,,3350,
42888,Graco Inc,,Manufacturing,33,,,3561,
43196,Gray Television Inc,,Information,51,,,4833,
43300,Great Atlantic & Pacific TEA CO Inc,,Retail Trade,45,,,5411,
43350,GAS Natural Inc.,,Utilities,22,,,4924,
43410,Great Northern Iron ORE Properties,,Finance and Insurance,52,,,6795,
43920,Greif Inc,,Manufacturing,33,Manufacturing,32,3412,2650
4447,Hess Corp,,Manufacturing,32,,,2911,
44545,Gulf Power CO,,Utilities,22,,,4911,
4457,Amerco /NV/,,Real Estate and Rental and Leasing,53,,,7510,
44570,"Entergy Gulf States Louisiana, LLC",,Utilities,22,,,4911,
44689,Gyrodyne CO OF America Inc,,"Arts, Entertainment, and Recreation",71,,,6512,
45012,Halliburton CO,,Construction,23,,,1389,
4515,American Airlines Inc,,Transportation and Warehousing,48,,,4512,
45621,Amexdrug Corp,,Retail Trade,44,,,5122,
45876,Harsco Corp,,Manufacturing,33,,,3440,
45919,Harte Hanks Inc,,"Professional, Scientific, and Technical Services",54,,,7331,
45947,Hartford Life Insurance CO,,Finance and Insurance,52,,,6311,
46080,Hasbro Inc,,Manufacturing,33,,,3944,
4611,American Biltrite Inc,,Manufacturing,33,,,3089,
46129,Allied Motion Technologies Inc,,Manufacturing,33,,,3825,
46195,Bank OF Hawaii Corp,,Finance and Insurance,52,,,6022,
46207,Hawaiian Electric CO Inc,,Utilities,22,,,4911,
46250,Hawkins Inc,,Wholesale Trade,42,,,5160,
46619,Heico Corp,,"Professional, Scientific, and Technical Services",54,,,3724,
46640,Heinz H J CO,,Manufacturing,31,,,2030,
46765,"Helmerich & Payne, Inc.",Helmerich & Payne Inc,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1381,
47035,Herley Industries Inc /NEW,,Manufacturing,33,,,3812,
47111,Hershey CO,,Manufacturing,31,,,2060,
47129,Hertz Corp,,Real Estate and Rental and Leasing,53,,,7510,
47217,HP Inc,Hewlett Packard CO,Manufacturing,33,,,3570,
47307,Hickok Inc,,Manufacturing,33,,,3823,
47518,"Hill-Rom Holdings, Inc.",,Manufacturing,33,,,3841,
48039,Hollyfrontier Corp,Holly Corp,Manufacturing,32,,,2911,
4828,American Crystal Sugar CO /MN/,,Manufacturing,31,,,2060,
48287,HNI Corp,,Manufacturing,33,,,2522,
48465,Hormel Foods Corp /DE/,,Manufacturing,31,,,2011,
48732,Centerpoint Energy Houston Electric LLC,,Utilities,22,,,4911,
48898,Hubbell Inc,,Manufacturing,33,,,3670,3640
4904,American Electric Power CO Inc,,Utilities,22,,,4911,
49071,Humana Inc,,Finance and Insurance,52,,,6324,
49196,Huntington Bancshares Inc/Md,,Finance and Insurance,52,,,6021,
49534,Life Partners Holdings Inc,,Finance and Insurance,52,,,6311,
49600,Eastgroup Properties Inc,,Finance and Insurance,52,,,6798,
49615,ID Systems Inc,,Manufacturing,33,,,3669,
4962,American Express CO,,Finance and Insurance,52,,,6199,
49648,Idaho Power CO,,Utilities,22,,,4911,
4969,American Express Credit Corp,,Finance and Insurance,52,,,6153,
49728,IEC Electronics Corp,,Manufacturing,33,,,3672,
49754,"Dineequity, Inc",,Accommodation and Food Services,72,Real Estate and Rental and Leasing,53,5812,6794
4977,Aflac Inc,,Finance and Insurance,52,,,6321,
49826,Illinois Tool Works Inc,,Manufacturing,33,,,3560,
49930,Imperial Industries Inc,,Manufacturing,32,,,3290,
49938,Imperial OIL LTD,,Manufacturing,32,,,2911,
50104,Tesoro Corp /NEW/,,Manufacturing,32,,,2911,
50172,Indiana Michigan Power CO,,Utilities,22,,,4911,
50292,IEH Corporation,,Manufacturing,33,,,3678,
50471,Park City Group Inc,,Information,51,,,7374,
50493,Ingles Markets Inc,,Retail Trade,45,,,5411,
50725,Griffon Corp,,Manufacturing,33,,,3442,
50863,Intel Corp,,Manufacturing,33,,,3674,
50957,Furniture Brands International Inc,,Manufacturing,33,,,2510,
51011,Interdyne CO,,,,,,9995,
51143,International Business Machines Corp,,Manufacturing,33,,,3570,
5117,Emtec Inc/Nj,,Other Services (except Public Administration),81,,,7389,
51253,International Flavors & Fragrances Inc,,Manufacturing,32,,,2860,
5133,American Greetings Corp,,Information,51,,,2771,
51434,International Paper CO /NEW/,,Manufacturing,32,,,2621,
51548,International Speedway Corp,,"Arts, Entertainment, and Recreation",71,,,7948,
51644,"Interpublic Group OF Companies, Inc.",,"Professional, Scientific, and Technical Services",54,,,7311,
52428,Ameriprise Certificate CO,,,,,,,
52485,Interstate Power & Light CO,,Utilities,22,,,4931,
5272,American International Group Inc,,Finance and Insurance,52,,,6331,
52795,Anixter International Inc,,Retail Trade,44,,,5063,
52827,Rayonier Inc,,Finance and Insurance,52,,,6798,
52988,Jacobs Engineering Group Inc /DE/,,Construction,23,,,1600,
53320,Strategic Internet Investments Inc,,Information,51,,,7372,
53456,Jersey Central Power & Light CO,,Utilities,22,,,4911,
53500,"NEW Bastion Development, Inc.",,Real Estate and Rental and Leasing,53,,,6500,
53669,Johnson Controls Inc,,Manufacturing,33,,,2531,
54187,Mays J W Inc,,"Arts, Entertainment, and Recreation",71,,,6512,
54381,Kaman Corp,,Wholesale Trade,42,,,5080,
54424,X-Change Corp,,Information,51,,,4813,
54441,Furmanite Corp,,Construction,23,,,1700,
54473,Kansas City Life Insurance CO,,Finance and Insurance,52,,,6311,
54476,Kansas City Power & Light CO,,Utilities,22,,,4911,
54480,Kansas City Southern,,Transportation and Warehousing,48,,,4011,
54507,Westar Energy Inc /KS,,Utilities,22,,,4931,
54681,Katy Industries Inc,,Manufacturing,33,,,3559,
55067,Kellogg CO,,Manufacturing,31,,,2040,
5513,Unum Group,,Finance and Insurance,52,,,6321,
55135,Kelly Services Inc,,Administrative and Support and Waste Management and Remediation Services,56,,,7363,
55234,Kenilworth Systems Corp,,"Arts, Entertainment, and Recreation",71,,,7990,
55242,Kennametal Inc,,Manufacturing,33,,,3541,
55362,Investors Heritage Capital Corp,,Finance and Insurance,52,,,6311,
55387,Kentucky Utilities CO,,Utilities,22,,,4911,
55529,Kewaunee Scientific Corp /DE/,,Manufacturing,33,,,3821,
55604,Keystone Consolidated Industries Inc,,Manufacturing,33,,,3312,
55772,Kimball International Inc,,Manufacturing,33,,,2510,2520@@@3672
55785,Kimberly Clark Corp,,Manufacturing,32,,,2670,
56047,Kirby Corp,,Transportation and Warehousing,48,,,4400,
5656,American International Ventures Inc /DE/,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1040,9995
56679,Korn Ferry International,,Administrative and Support and Waste Management and Remediation Services,56,,,7361,
56701,Koss Corp,,Manufacturing,33,,,3651,
56868,Primeenergy Corp,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1311,
56873,Kroger CO,,Retail Trade,45,,,5411,
56978,Kulicke & Soffa Industries Inc,,Manufacturing,33,,,3674,
57055,KV Pharmaceutical CO /DE/,,Manufacturing,32,,,2834,
57131,La-Z-Boy Inc,,Manufacturing,33,,,2510,
57139,Labarge Inc,,Manufacturing,33,,,3812,
57183,Laclede GAS CO,,Utilities,22,,,4924,
57515,Lancaster Colony Corp,,Manufacturing,31,,,2030,
57528,"Snyder'S-Lance, Inc.",,Manufacturing,31,,,2052,
5768,"American Science & Engineering, Inc.",,Manufacturing,33,,,3844,
57725,Lannett CO Inc,,Manufacturing,32,,,2834,
58361,"LEE Enterprises, Inc",,Information,51,,,2711,
58492,Leggett & Platt Inc,,Manufacturing,33,,,2510,
58592,4licensing Corp,4 Kids Entertainment Inc,Real Estate and Rental and Leasing,53,,,6794,
58822,Lescarden Inc,,Manufacturing,33,,,3841,
59255,Valhi Inc /DE/,,Manufacturing,32,,,2810,
59440,Vector Group LTD,,Manufacturing,31,,,2111,
59478,Lilly ELI & CO,,Manufacturing,32,,,2834,
59527,Lincoln Electric Holdings Inc,,Manufacturing,33,,,3540,
59558,Lincoln National Corp,,Finance and Insurance,52,,,6311,
5981,American Vanguard Corp,,Manufacturing,32,,,2870,
59860,Goldrich Mining CO,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1000,
60086,Loews Corp,,Finance and Insurance,52,,,6331,
60519,Louisiana-Pacific Corp,,Manufacturing,32,,,2400,
60549,Louisville GAS & Electric CO /KY/,,Utilities,22,,,4931,
60667,Lowes Companies Inc,,Retail Trade,44,,,5211,
60714,LSB Industries Inc,,Manufacturing,32,,,2810,
60751,Lubrizol Corp,,Manufacturing,32,,,2860,
60849,Lufkin Industries Inc,,Manufacturing,33,,,3560,
60876,Cybex International Inc,,Manufacturing,33,,,3949,
60977,Lydall Inc /DE/,,Manufacturing,33,,,3714,
61004,LGL Group Inc,,Manufacturing,33,,,3679,
61339,Madison GAS & Electric CO,,Utilities,22,,,4931,
61398,Tellurian Inc. /DE/,Magellan Petroleum Corp /DE/,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1311,
6176,Ampco Pittsburgh Corp,,Manufacturing,33,,,3561,
61986,Manitowoc CO Inc,,Manufacturing,33,,,3531,
6201,American Airlines Group Inc.,AMR Corp,Transportation and Warehousing,48,,,4512,
6207,Amrep Corp.,,Information,51,Real Estate and Rental and Leasing,53,2721,6500
62234,Marcus Corp,,Information,51,Accommodation and Food Services,72,7830,7011
62362,Marine Petroleum Trust,,Real Estate and Rental and Leasing,53,,,6792,
62709,"Marsh & Mclennan Companies, Inc.",,Finance and Insurance,52,,,6411,
6281,Analog Devices Inc,,Manufacturing,33,,,3674,
6284,Analogic Corp,,Manufacturing,33,,,3825,
6292,Analysts International Corp,,"Professional, Scientific, and Technical Services",54,,,7371,
62996,Masco Corp /DE/,,Manufacturing,32,,,2430,
6314,Anaren  Inc,,Manufacturing,33,,,3663,
63276,Mattel Inc /DE/,,Manufacturing,33,,,3942,
63296,Matthews International Corp,,Manufacturing,33,,,3360,
63330,Maui Land & Pineapple CO Inc,,Real Estate and Rental and Leasing,53,Manufacturing,31,6500,2033
63754,Mccormick & CO Inc,,Manufacturing,31,,,2090,
63908,Mcdonalds Corp,,Accommodation and Food Services,72,,,5812,
64040,S&P Global Inc.,Mcgraw Hill Financial Inc@@@Mcgraw-Hill Companies Inc,Administrative and Support and Waste Management and Remediation Services,56,Information,51,7320,2731
64279,Mcmoran Exploration CO /DE/,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1311,
64463,Mechanical Technology Inc,,Manufacturing,33,,,3829,
64472,Gencor Industries Inc,,Manufacturing,33,,,3531,
64647,"Sensivida Medical Technologies, Inc.",,Manufacturing,33,,,3841,
64670,Medtronic Inc,,Manufacturing,33,,,3845,
64803,CVS Health Corp,CVS Caremark Corp,Retail Trade,44,,,5912,
6494,Andrea Electronics Corp,,Manufacturing,33,,,3663,
64996,Mercury General Corp,,Finance and Insurance,52,,,6331,
65011,Meredith Corp,,Information,51,,,2721,
65100,"Merrill Lynch & Co., Inc.",,Finance and Insurance,52,,,6211,
65172,Mesabi Trust,,Finance and Insurance,52,,,6795,
65201,MET PRO Corp,,Manufacturing,33,,,3564,
65270,Methode Electronics Inc,,Manufacturing,33,,,3678,
65312,"Envirostar, Inc.",,Other Services (except Public Administration),81,,,7200,
65350,Metropolitan Edison CO,,Utilities,22,,,4911,
65358,United Capital Corp /DE/,,Manufacturing,33,,,3490,
65596,Siebert Financial Corp,,Finance and Insurance,52,,,6211,
65759,Micropac Industries Inc,,Manufacturing,33,,,3674,
65770,"Microvision, Inc.",Microvision Inc,Manufacturing,33,,,3679,
65984,Entergy Corp /DE/,,Utilities,22,,,4911,
66004,Middlesex Water CO,,Utilities,22,,,4941,
66382,Miller Herman Inc,,Manufacturing,33,,,2520,
66388,Miller Industries Inc,,"Arts, Entertainment, and Recreation",71,,,6512,
66418,Mexco Energy Corp,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1311,
66496,Mills Music Trust,,Real Estate and Rental and Leasing,53,,,6794,
66570,MSA Safety Inc,Mine Safety Appliances CO,Manufacturing,33,,,3842,
66649,Mines Management Inc,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1000,
66740,3M CO,,Manufacturing,33,,,3841,
66756,Allete Inc,,Utilities,22,,,4931,
66901,Entergy Mississippi Inc,,Utilities,22,,,4911,
66904,Mississippi Power CO,,Utilities,22,,,4911,
67215,Dycom Industries Inc,,Construction,23,,,1623,
67279,Mocon Inc,,Manufacturing,33,,,3829,
6732,"NAC Global Technologies, Inc.",Lipidviro Tech Inc,Manufacturing,33,Manufacturing,32,3560,2836
67347,Modine Manufacturing CO,,Manufacturing,33,,,3714,
67472,Molex Inc,,Manufacturing,33,,,3678,
67517,Monarch Cement CO,,Manufacturing,32,,,3270,
67625,Monmouth Real Estate Investment Corp,,Finance and Insurance,52,,,6798,
6769,Apache Corp,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1311,
67716,MDU Resources Group Inc,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1400,
67887,Moog Inc.,Moog Inc,Manufacturing,33,,,3590,
68145,Morgans Foods Inc,,Accommodation and Food Services,72,,,5812,
68270,Ruby Tuesday Inc,,Accommodation and Food Services,72,,,5812,
6845,"Apogee Enterprises, Inc.",,Manufacturing,32,,,3231,
68505,"Motorola Solutions, Inc.",,Manufacturing,33,,,3663,
68589,Questar GAS CO,,Utilities,22,,,4924,
68622,Qwest Corp,,Information,51,,,4813,
68709,MTS Systems Corp,,Manufacturing,33,,,3829,
6879,Appalachian Power CO,,Utilities,22,,,4911,
6885,Stage Stores Inc,,Retail Trade,44,,,5651,
69422,Intergroup Corp,,Real Estate and Rental and Leasing,53,,,6513,
69488,Myers Industries Inc,,Manufacturing,33,,,3089,
69499,Mylan Inc.,,Manufacturing,32,,,2834,
6951,Applied Materials Inc /DE,,Manufacturing,33,,,3674,
6955,Actuant Corp,,Manufacturing,33,,,3590,
69633,"Napco Security Technologies, Inc",,Manufacturing,33,,,3669,
69671,Nash Finch CO,,Wholesale Trade,42,,,5140,
69733,Nathans Famous Inc,,Accommodation and Food Services,72,,,5812,
69891,National Beverage Corp,,Manufacturing,31,,,2086,
700564,Fulton Financial Corp,,Finance and Insurance,52,,,6021,
700565,First MID Illinois Bancshares Inc,,Finance and Insurance,52,,,6022,
700721,American Medical Alert Corp,,"Professional, Scientific, and Technical Services",54,,,7380,
700733,National Penn Bancshares Inc,,Finance and Insurance,52,,,6021,
700764,Victory Energy Corp,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1311,
700815,Adino Energy Corp,,Retail Trade,45,,,5171,
700841,RCM Technologies Inc,,Administrative and Support and Waste Management and Remediation Services,56,,,7363,
700863,Susquehanna Bancshares Inc,,Finance and Insurance,52,,,6021,
700890,Asherxino Corp,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1311,
700923,MYR Group Inc.,,Construction,23,,,1623,
701221,Cigna Corp,,Finance and Insurance,52,,,6324,
701288,Atrion Corp,,Manufacturing,33,,,3841,
701345,US Airways Group Inc,,Transportation and Warehousing,48,,,4512,
701347,Central Pacific Financial Corp,,Finance and Insurance,52,,,6022,
701374,SIX Flags Entertainment Corp,,"Arts, Entertainment, and Recreation",71,,,7990,
70145,National Fuel GAS CO,,Utilities,22,,,4924,
701719,Dgse Companies Inc,,Retail Trade,44,,,5944,
701811,Mentor Graphics Corp,,"Professional, Scientific, and Technical Services",54,,,7373,
701853,Bancorpsouth Inc,,Finance and Insurance,52,,,6022,
701869,Independence Holding CO,,Finance and Insurance,52,,,6311,
701985,"L Brands, Inc.",Limited Brands Inc,Retail Trade,44,,,5621,
702165,Norfolk Southern Corp,,Transportation and Warehousing,48,,,4011,
702325,First Midwest Bancorp Inc,,Finance and Insurance,52,,,6021,
702513,Bank OF Commerce Holdings,,Finance and Insurance,52,,,6022,
702644,Real Estate Associates LTD V,,Real Estate and Rental and Leasing,53,,,6500,
70318,Tenet Healthcare Corp,,Health Care and Social Assistance,62,,,8062,
7032,Aramark Corp,,Accommodation and Food Services,72,,,5812,
703329,First Farmers & Merchants Corp,,Finance and Insurance,52,,,6022,
703339,"Capital Group Holdings, Inc.",,Health Care and Social Assistance,62,,,8011,6770
703351,Brinker International Inc,,Accommodation and Food Services,72,,,5812,
703360,LSI Corp,,Manufacturing,33,,,3674,
703361,Integrated Device Technology Inc,,Manufacturing,33,,,3674,
703604,Lawson Products Inc/New/De/,,Wholesale Trade,42,,,5080,
703699,Southern Michigan Bancorp Inc,,Finance and Insurance,52,,,6022,
7039,Trecora Resources,Arabian American Development CO,Manufacturing,32,,,2911,
703901,Viropro Inc,,Real Estate and Rental and Leasing,53,,,6794,
704051,"Legg Mason, Inc.",Legg Mason Inc,Finance and Insurance,52,,,6282,
70415,GP Strategies Corp,,Educational Services,61,,,8200,
704159,VBI Vaccines Inc.,Paulson Capital (Delaware) Corp.@@@Paulson Capital Corp,Manufacturing,32,Finance and Insurance,52,2836,6211
704165,Realmark Property Investors LTD Partnership II,,Finance and Insurance,52,,,6798,
704172,PHI Group Inc,,Administrative and Support and Waste Management and Remediation Services,56,,,8741,
704366,"Elite Data Services, Inc.",Dynamic Energy Alliance Corp@@@Mammatech Corp,Manufacturing,33,,,3842,
704384,Biovest International Inc,,Manufacturing,32,,,2834,
704415,"Tivity Health, Inc.","Healthways, Inc",Health Care and Social Assistance,62,,,8090,
704432,Hydromer Inc,,Real Estate and Rental and Leasing,53,,,6794,
704440,Repro MED Systems Inc,,Manufacturing,33,,,3841,
704532,Nanometrics Inc,,Manufacturing,33,,,3829,
704561,United Bancorporation OF Alabama Inc,,Finance and Insurance,52,,,6022,
704562,Peregrine Pharmaceuticals Inc,,Manufacturing,32,,,2834,2835
70487,National Research Corp,,"Professional, Scientific, and Technical Services",54,,,8731,
70502,National Rural Utilities Cooperative Finance Corp /DC/,,Finance and Insurance,52,,,6159,
70530,National Semiconductor Corp,,Manufacturing,33,,,3674,
705432,Southside Bancshares Inc,,Finance and Insurance,52,,,6022,
705752,Century Properties Fund XIX,,Real Estate and Rental and Leasing,53,,,6500,
706129,Horizon Bancorp /IN/,,Finance and Insurance,52,,,6021,
706465,Henry County Bancshares Inc,,Finance and Insurance,52,,,6022,
706688,Aaron'S Inc,,Administrative and Support and Waste Management and Remediation Services,56,,,7359,
706698,Utah Medical Products Inc,,Manufacturing,33,,,3841,
70684,National Western Life Insurance CO,,Finance and Insurance,52,,,6311,
706863,Union Bankshares Inc,,Finance and Insurance,52,,,6022,
706874,Palmetto Bancshares Inc,,Finance and Insurance,52,,,6022,
707179,OLD National Bancorp /IN/,,Finance and Insurance,52,,,6021,
707388,Digirad Corp,,Manufacturing,33,,,3845,
707511,Regenerx Biopharmaceuticals Inc,,Manufacturing,32,,,2834,
707549,LAM Research Corp,,Manufacturing,33,,,3559,
707604,Britton & Koontz Capital Corp,,Finance and Insurance,52,,,6021,
707605,Ameriserv Financial Inc /PA/,,Finance and Insurance,52,,,6021,
707674,Fact Corp,,Manufacturing,31,,,2000,
707855,Princeton National Bancorp Inc,,Finance and Insurance,52,,,6021,
707886,United Community Financial Corp,,Finance and Insurance,52,,,6036,
70793,Nbty Inc,,Manufacturing,32,,,2834,
7084,Archer Daniels Midland CO,,Manufacturing,31,,,2070,
70858,Bank OF America Corp /DE/,,Finance and Insurance,52,,,6021,
70866,NCR Corp,,Manufacturing,33,,,3578,
708717,"Tamir Biotechnology, Inc.",,Manufacturing,32,,,2836,
708781,Cass Information Systems Inc,,Other Services (except Public Administration),81,,,7389,
708818,"Quality Systems, Inc",,"Professional, Scientific, and Technical Services",54,,,7373,
708819,Mcdermott International Inc,,Manufacturing,33,,,3443,
708821,PAR Technology Corp,,Manufacturing,33,,,3578,
708850,Dionex Corp /DE,,Manufacturing,33,,,3823,
708870,National Property Investors 6,,Real Estate and Rental and Leasing,53,,,6500,
708955,First Financial Bancorp /OH/,,Finance and Insurance,52,,,6021,
709005,Noble Romans Inc,,Accommodation and Food Services,72,,,5812,
709255,Textron Financial Corp,,Finance and Insurance,52,,,6172,
709283,Quantum Corp /DE/,,Manufacturing,33,,,3572,
709337,Farmers National Banc Corp /OH/,,Finance and Insurance,52,,,6022,
709804,Steel Excel Inc.,Adpt Corp,Construction,23,Manufacturing,33,1389,3576
709878,Universal American Corp.,,Finance and Insurance,52,,,6324,
710507,"First Banks, Inc",,Finance and Insurance,52,,,6022,6021
710752,Sabine Royalty Trust,,Real Estate and Rental and Leasing,53,,,6792,
710782,Arbor Entech Corp,,,,,,6770,
710846,"Fushi Copperweld, Inc.",,Manufacturing,33,,,3357,
711034,Thunder Mountain Gold Inc,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1000,
711065,Applied Micro Circuits Corp,,Manufacturing,33,,,3674,
711213,DEL Taco Restaurant Properties I,,Real Estate and Rental and Leasing,53,,,6500,
711377,Neogen Corp,,Manufacturing,32,,,2835,
711404,Cooper Companies Inc,,Manufacturing,33,,,3851,
711477,Kiewit Royalty Trust,,Finance and Insurance,52,,,6795,
711513,Boeing Capital Corp,,Finance and Insurance,52,,,6172,
711665,Photomedex Inc,,Manufacturing,33,,,3845,
711669,Colony Bankcorp Inc,,Finance and Insurance,52,,,6022,
71180,Nevada Power CO,,Utilities,22,,,4911,
712034,Acco Brands Corp,,Manufacturing,32,,,2780,
712515,Electronic Arts Inc.,,Information,51,,,7372,
712534,First Merchants Corp,,Finance and Insurance,52,,,6021,
712537,First Commonwealth Financial Corp /PA/,,Finance and Insurance,52,,,6021,
712757,Cambridge Holdings LTD,,"Arts, Entertainment, and Recreation",71,,,6512,
712770,ONE Liberty Properties Inc,,Finance and Insurance,52,,,6798,
712771,"Connectone Bancorp, Inc.",Center Bancorp Inc,Finance and Insurance,52,,,6022,
713002,Flow International Corp,,Manufacturing,33,,,3569,
713095,Farmers Capital Bank Corp,,Finance and Insurance,52,,,6021,
713275,Pharmos Corp,,Manufacturing,32,,,2834,
713425,American Software Inc,,Information,51,,,7372,
713671,DNB Financial Corp /PA/,,Finance and Insurance,52,,,6021,
713676,"PNC Financial Services Group, Inc.",PNC Financial Services Group Inc,Finance and Insurance,52,,,6021,
714256,"Wound Management Technologies, Inc.",,Manufacturing,33,,,3842,
714284,Sorl Auto Parts Inc,,Manufacturing,33,,,3714,
714310,Valley National Bancorp,,Finance and Insurance,52,,,6021,
